id_direccion,id_cliente,id_tipo_vial,id_nom_vial,id_tipo_vial1,id_nom_vial1,id_tipo_vial2,id_nom_vial2,id_tipo_vial3,id_nom_vial3,numero_ext,numero_int,id_tipo_asent,id_nombre_asent,cod_postal
9992,6915340,5,14925,5,12501,7,5736,5,15173,3261,0,8,2133,21396
9993,8728232,7,9811,7,3834,7,3829,7,9631,0,0,8,3120,22234
9994,116643,7,13504,8,1268,5,11588,5,11588,1958,0,8,2827,22300
9995,11624372,8,6974,8,15404,6,5382,9,5779,0,#N/A,8,2821,22300
9996,148901,9,11405,7,2615,7,12248,7,12320,9531,0,16,3120,22234
9997,99407,22,6447,7,7127,5,7101,7,13730,,#N/A,8,922,22785
9998,8280430,5,7121,7,12340,7,12447,5,5368,0,0,8,380,22885
9999,6909340,5,12232,22,4683,10,16791,8,3749,,125,8,2483,22785
10000,8369942,5,15052,7,16021,7,2125,5,14914,0,0,8,3397,21399
10001,10756763,9,9978,7,4455,7,13730,7,2638,2536,#N/A,8,4889,21355
10002,6962149,7,14977,9,10990,5,10869,22,11816,1302,#N/A,16,4056,21379
10003,80781,7,3911,7,7900,7,350,7,2996,3018,0,13,3976,21395
10004,9691317,7,12280,7,3064,7,3039,7,12797,,#N/A,8,1539,22204
10005,9825502,7,739,7,11104,5,13398,9,3786,,#N/A,8,425,21160
10006,10552952,7,10051,7,15260,7,10075,7,10075,,#N/A,8,4205,21452
10007,7156073,7,12280,7,10213,7,12280,7,12280,0,#N/A,3,1374,22654
10008,11285244,5,12822,7,624,7,15560,5,16557,0,#N/A,13,2802,22910
10009,11211868,7,17090,7,17190,5,2431,7,17190,18,#N/A,3,1374,22775
10010,8094052,22,7393,18,4571,7,17525,22,7393,6465,7,16,4412,22664
10011,7369037,7,15294,7,4407,7,8620,7,6771,681,0,8,318,22500
10012,7622418,10,10413,18,12280,18,12280,18,12280,,#N/A,#N/A,474,22710
10013,138246,10,10286,7,6174,7,6174,7,10126,0,0,8,3715,22706
10014,10533789,7,17170,18,12280,7,6612,7,6612,3,#N/A,8,2683,22712
10015,9723751,7,5674,7,15814,7,12046,7,14319,,#N/A,8,507,22706
10016,11585202,12,4790,5,1743,7,11075,12,4790,,#N/A,16,1582,22253
10017,10210475,22,2770,7,3176,7,4084,22,5045,12941,#N/A,16,4869,22170
10018,7138385,7,4516,7,7,22,15650,7,7,9,0,8,4092,22036
10019,130920,7,6126,7,10979,7,5195,7,8972,0,#N/A,8,570,22706
10020,9924921,7,7172,7,570,7,12280,7,7172,0,#N/A,8,1300,22525
10021,138939,7,16865,7,11229,6,8318,7,11553,2157,#N/A,16,2475,22200
10022,75535,5,12052,7,17494,7,9977,5,12052,722,0,16,2263,21355
10023,6959806,7,12280,7,5385,18,11947,7,12280,0,#N/A,8,2125,22645
10024,139682,7,11233,7,4643,7,15501,7,1144,0,0,8,3371,22930
10025,82761,7,7148,7,3969,5,1791,7,6035,764,0,16,2988,21387
10026,8434334,7,12280,7,12280,7,12280,7,12280,0,0,19,4825,21970
10027,10348063,7,12084,7,1496,7,1469,7,11564,1174,#N/A,8,350,22707
10028,100230,22,11288,18,12280,7,7557,22,10771,0,0,8,233,22785
10029,72311,9,15657,5,39,5,40,7,6109,567,0,8,2334,21389
10030,145474,5,4939,7,3990,7,3803,7,13069,1,#N/A,8,2223,22216
10031,7378465,7,6447,8,12280,7,288,7,288,0,3,8,4376,22183
10032,85823,5,14940,7,5736,5,12501,5,15214,0,0,8,2133,21396
10033,7344991,22,435,7,3153,7,12280,7,12280,1402,#N/A,8,4207,22457
10034,61770,5,16341,7,9019,7,986,8,16255,0,0,8,1682,21140
10035,10110815,7,11056,5,10312,5,7504,7,11617,0,#N/A,3,800,22910
10036,146623,5,9803,5,13055,7,14268,5,13055,0,#N/A,8,375,22214
10037,153712,7,12575,7,1357,22,15630,7,12575,1000,14850,8,4338,22170
10038,7078414,7,919,7,13170,7,4415,6,7645,31,0,8,2755,22810
10039,101694,7,4922,5,1268,7,12280,7,4922,0,#N/A,8,2221,21470
10040,79136,5,16497,5,17263,5,6180,7,12280,0,#N/A,19,4826,21970
10041,147659,7,12183,5,13676,5,9366,7,8591,0,0,6,3288,21960
10042,92577,7,10982,23,8392,7,6839,7,6839,0,#N/A,8,5093,21323
10043,56648,7,9361,7,17353,23,2734,7,683,575,0,8,1102,22785
10044,8411621,7,17443,7,1121,7,12753,7,12753,0,1,8,4893,22170
10045,6941487,5,9036,5,14154,6,1066,5,7870,501,0,16,4015,21355
10046,11452238,7,17039,7,15383,7,779,5,2431,0,#N/A,8,2698,22645
10047,11522960,7,12280,7,12280,7,10219,7,10219,0,#N/A,8,2816,22665
10048,7048169,7,13759,7,13730,22,5345,22,15920,0,#N/A,8,2563,21480
10049,6930343,5,1737,7,581,7,15525,5,1669,198,0,16,2986,21138
10050,8333814,7,11229,7,9569,7,17251,7,15245,18,0,8,2486,22126
10051,10403865,5,11528,7,12447,7,12340,8,11528,0,#N/A,6,961,21800
10052,10588971,7,11490,7,1469,7,1496,7,16900,903,#N/A,8,1111,22706
10053,81287,5,10575,7,4717,7,11564,5,7862,142,0,13,2322,21840
10054,147560,5,6180,7,14333,7,16021,5,14763,470,#N/A,19,4826,21970
10055,8094125,7,12084,7,17690,7,17705,7,12084,0,1130,8,1111,22710
10056,138824,5,8464,7,15560,7,17639,18,1,,0,8,625,22200
10057,9343855,7,13730,7,6447,5,12124,7,15913,10000,0,8,1341,22554
10058,10820775,3,17126,7,17126,7,12280,7,17126,0,#N/A,13,2797,22654
10059,11684947,7,5854,23,14760,6,2431,7,14061,150,#N/A,8,1582,21440
10060,9496134,7,1005,7,12280,7,6110,7,1005,0,#N/A,8,1679,21452
10061,92927,5,13593,7,2872,9,3785,5,14397,188,#N/A,16,5046,21355
10062,10851005,5,7614,7,11420,7,6649,5,7566,235,#N/A,16,4521,22530
10063,10686331,7,11709,7,12280,7,12280,7,12280,0,#N/A,8,2907,22254
10064,8370386,9,9978,7,4455,7,13730,7,2314,2559,#N/A,8,4889,21355
10065,6930660,5,14619,7,14974,7,2201,5,14310,2924,#N/A,8,815,21137
10066,9035888,9,3789,7,10613,7,4492,5,435,0,#N/A,8,2972,21384
10067,7005389,5,435,7,10613,7,4492,9,3789,0,0,8,2972,21384
10068,101059,7,6432,7,13377,7,12481,5,14619,0,0,8,2179,22850
10069,11450685,22,933,7,12280,7,3449,22,933,20,#N/A,16,4687,22170
10070,11698915,5,1877,7,4798,5,1835,5,1867,0,#N/A,16,1582,22253
10071,8850438,7,7513,22,7895,22,12313,7,7513,7762,1,9,1462,22235
10072,8304501,22,9363,7,15977,7,16021,5,2108,0,0,16,4356,22940
10073,9767870,22,12280,7,7971,7,17577,22,12280,0,#N/A,16,1013,22705
10074,9035894,7,2756,7,16304,7,324,5,336,0,0,16,2753,22127
10075,11316511,5,16238,7,14197,5,16241,5,7844,0,4917,8,3089,22207
10076,8333732,7,15920,5,15759,7,10609,7,16519,317,#N/A,8,4403,22117
10077,10023163,7,16367,7,15863,7,10169,5,10078,,2943,8,2351,22230
10078,11000880,7,17091,22,12280,22,12280,7,17091,16402,#N/A,16,3010,22164
10079,131467,7,14424,7,14424,23,14341,7,11528,0,0,8,362,22707
10080,11358116,8,7356,8,7356,8,7356,7,16904,,#N/A,8,4076,21442
10081,8434515,22,10632,7,3249,7,10634,7,3249,442,0,8,2972,22819
10082,90029,5,15771,7,15838,7,15678,5,15667,820,0,8,401,21190
10083,8486197,7,12280,7,12280,7,12280,7,9615,0,#N/A,8,4849,22170
10084,7004746,7,16063,5,11564,5,9022,5,4615,0,0,16,4610,22910
10085,10938847,7,12280,7,12280,7,12280,7,12280,,#N/A,3,1374,22510
10086,11387924,7,17163,6,13048,12,17083,22,17120,9,#N/A,16,3524,22335
10087,7078331,7,394,5,5997,7,6486,7,5999,92,0,8,2179,22850
10088,101641,7,9460,7,5424,7,7480,7,7591,,#N/A,8,3199,21470
10089,82234,9,4418,5,159,7,474,5,52,801,0,8,2334,21389
10090,97998,7,7388,7,9457,5,9555,7,11301,0,#N/A,8,1782,22940
10091,134360,5,7917,9,10986,7,15869,5,5228,0,160,8,1132,21220
10092,79363,7,8642,5,8974,5,10818,7,7484,0,#N/A,6,3288,21960
10093,7812402,22,7803,7,12310,7,15871,7,12310,2651,#N/A,8,4203,22203
10094,6915826,5,14885,7,4871,22,1366,22,1366,0,1999,16,4765,21399
10095,114430,5,13055,8,12280,7,9687,7,9687,0,#N/A,8,377,22214
10096,8677788,7,14812,7,12280,7,17190,7,5085,12,0,3,1374,22210
10097,53263,7,11608,7,2445,7,4344,5,12131,881,#N/A,8,5125,22000
10098,63037,5,12846,7,14971,7,12066,7,12066,1336,0,8,314,22054
10099,10440009,7,14959,5,9332,5,10806,7,15054,0,3,8,3954,21240
10100,7816083,5,4,6,2719,5,10041,6,2719,0,65,16,2729,22245
10101,11504629,5,14704,7,9484,7,736,5,14712,490,#N/A,8,277,21210
10102,64341,5,9143,7,8526,7,7957,5,9205,1610,#N/A,8,3317,21030
10103,140610,22,2431,7,9104,10,5537,22,2431,1467,0,8,3021,22706
10104,7621897,5,11630,7,13736,7,2445,5,651,0,55,8,472,22000
10105,10176463,7,4027,7,12280,7,12280,7,17418,19908,#N/A,8,4203,22230
10106,63336,5,15150,7,5736,7,1364,5,14979,4010,0,8,3397,21396
10107,10373301,5,5145,7,220,7,181,5,10869,399,#N/A,8,803,21370
10108,10839235,5,1930,7,10876,7,4113,5,7630,0,1425,8,3682,21320
10109,11398235,22,12280,7,10943,7,12280,7,12958,0,#N/A,8,3199,21470
10110,10526159,7,13690,7,8642,7,7150,7,7862,9317,9317,8,5177,22010
10111,10242396,7,4754,7,5776,7,3811,7,5776,0,#N/A,8,503,22245
10112,9901510,5,9779,22,8745,6,16945,5,9779,,#N/A,8,2797,21490
10113,10277314,7,12795,7,13496,18,12280,18,4571,,#N/A,16,371,22706
10114,138199,7,7862,7,2431,5,10597,7,7862,21,0,8,3715,22706
10115,83748,6,10109,7,5364,7,17400,8,11617,642,0,8,1716,21360
10116,111990,7,17269,7,7899,7,11420,7,12769,737,0,8,2772,22470
10117,83582,5,6350,7,14959,7,15138,5,9358,901,0,8,2391,21290
10118,60548,6,625,5,6529,5,6174,5,2741,8951,#N/A,8,5125,22040
10119,10647728,6,7923,5,6934,8,15652,7,2124,1665,#N/A,8,585,22800
10120,113509,7,12822,7,1131,5,7150,7,7901,19914,0,8,627,22207
10121,80168,7,11402,5,6307,5,1986,7,4492,337,0,8,1601,21384
10122,9850383,7,9940,5,14875,5,14979,7,9934,2101,#N/A,16,3661,21399
10123,10636209,5,15067,6,17262,7,9940,5,14940,0,#N/A,8,2133,21397
10124,9588987,5,75,7,6800,7,7356,5,15145,1439,#N/A,8,4807,21394
10125,77986,7,8782,18,11075,5,752,7,17269,,#N/A,8,2967,21850
10126,9833680,7,11582,5,4069,23,4742,7,11582,,#N/A,8,1135,22600
10127,10961795,5,2431,7,12280,7,6168,7,6168,,#N/A,8,3031,21505
10128,6972903,5,12248,7,6029,7,6031,5,17262,0,#N/A,6,2212,21720
10129,9726928,5,4666,5,8490,7,1547,5,8469,3346,#N/A,16,243,21395
10130,10102911,5,10329,7,10979,7,6843,7,16303,0,#N/A,8,4323,21323
10131,11470389,5,15803,7,15678,7,15838,5,15781,800,#N/A,3,401,21190
10132,10258327,9,4418,7,8044,7,16815,5,13485,0,#N/A,8,2334,21389
10133,10287000,7,5736,5,14914,5,14914,7,1364,0,#N/A,8,2133,21399
10134,6962139,5,7310,7,7305,5,7304,5,7309,2328,0,8,5093,21323
10135,79883,7,16836,5,6343,5,6332,7,16700,0,0,8,2205,21386
10136,9751256,7,16430,7,4599,7,17003,5,16704,0,#N/A,13,2058,22236
10137,149086,7,11100,7,481,7,17751,7,11118,293,0,8,4489,21850
10138,11112706,7,8807,7,8807,7,8807,7,12177,0,#N/A,8,2979,21850
10139,9983452,5,13690,7,14959,7,15054,5,9486,0,#N/A,8,3954,21240
10140,11696521,7,6797,7,10146,7,12280,7,12280,710,#N/A,8,4205,21452
10141,10606942,7,7132,7,5736,7,16920,7,6447,,#N/A,#N/A,3540,21920
10142,144358,5,12124,7,13730,6,11009,24,12280,,0,8,1341,22554
10143,8434283,7,17232,5,17353,7,17231,7,17237,0,0,6,2212,21720
10144,59228,5,9610,7,15920,7,5013,5,9658,0,0,8,2927,22760
10145,142321,22,12280,5,9363,5,15716,5,9363,54,0,13,1262,21700
10146,92218,9,16934,7,13020,7,3286,9,16927,0,#N/A,16,#N/A,21380
10147,10894621,6,16945,7,12280,6,15738,6,15738,0,#N/A,8,#N/A,21483
10148,73626,9,16934,9,10346,6,1066,9,16927,0,#N/A,8,4558,21350
10149,6907851,5,1969,7,16519,7,5345,5,13723,0,0,8,2334,22880
10150,100705,5,13294,7,7890,7,15744,5,10971,0,#N/A,8,2804,22797
10151,10355044,5,10109,7,16021,7,14332,7,7132,,#N/A,#N/A,3540,21920
10152,6930302,7,5037,5,8637,5,2126,7,16964,3598,#N/A,8,3151,21137
10153,8434466,5,2607,5,12811,23,16218,5,12811,140,0,8,2755,22810
10154,72730,5,5997,7,13730,5,11528,5,165,100,0,8,2334,22880
10155,62849,5,1384,7,15090,7,17695,5,12438,2847,0,8,3836,21165
10156,11352908,7,739,7,16021,5,5480,7,15854,,#N/A,19,4826,21970
10157,100565,5,6458,7,16466,7,350,5,14048,0,#N/A,26,4101,22770
10158,11646329,7,10382,7,10382,7,10382,7,12280,,#N/A,8,4076,21442
10159,90976,7,14871,5,12150,5,13183,7,15074,3100,#N/A,8,#N/A,21135
10160,9880791,7,11617,7,11617,5,2431,8,12280,,#N/A,13,3191,21700
10161,6973346,5,4718,7,6118,7,16488,5,7213,944,#N/A,8,4213,21620
10162,10412707,7,12280,7,12280,7,12280,7,12280,,#N/A,6,3288,21960
10163,11312801,5,12083,7,16050,7,7878,5,350,,#N/A,26,3540,21920
10164,98595,7,7196,5,8719,7,16590,7,6918,,#N/A,13,1657,22920
10165,11682936,7,8880,7,13047,5,8874,7,8873,,#N/A,16,5033,22842
10166,100670,5,10976,5,10969,7,10724,5,9465,0,0,13,2799,22797
10167,148614,5,6447,7,8433,7,9130,5,7143,0,#N/A,8,4807,21730
10168,10626208,7,11229,10,16791,7,9477,9,4683,,#N/A,8,2483,22785
10169,150645,7,2431,5,4324,7,7137,5,7172,1005,0,8,570,22790
10170,8280474,5,5368,7,16519,7,15920,5,7121,1931,0,8,2334,22880
10171,150561,7,7132,5,12285,5,7862,5,4324,0,0,8,3075,22790
10172,10421898,10,4224,9,16927,7,12280,7,17654,0,#N/A,8,5111,21380
10173,62391,7,5198,7,8806,5,12111,7,10597,5770,0,8,2332,22534
10174,139777,7,7508,5,6447,5,11615,7,877,,#N/A,13,3390,22930
10175,10377851,10,10257,7,4696,5,8462,5,243,0,#N/A,8,3046,22254
10176,9806582,7,17560,7,12280,7,3039,7,11703,39,#N/A,8,1539,22204
10177,56763,10,16804,5,8580,9,8580,7,7127,150,0,8,922,22790
10178,114357,5,13055,6,5409,5,14285,7,14248,20519,0,8,377,22114
10179,139664,7,5345,5,181,7,12280,7,16519,0,0,13,1555,22937
10180,143235,7,14775,5,1884,5,7422,5,14774,202,0,16,3005,22125
10181,148383,7,15920,5,11378,9,3784,8,394,0,#N/A,6,2212,21720
10182,8434236,5,500,7,11402,9,6367,5,1636,98,#N/A,8,1601,21384
10183,134365,5,4109,7,10935,7,9484,5,5668,193,#N/A,8,277,21210
10184,10043703,5,6667,7,9977,7,1585,5,7354,1072,#N/A,16,2541,21353
10185,10148372,18,11075,18,4571,7,12173,18,4571,27,#N/A,16,4862,22254
10186,9551410,9,16934,9,10346,6,1066,9,16927,985,#N/A,8,4558,21350
10187,11468134,7,17481,7,13123,7,5251,5,17483,368,#N/A,16,4346,21137
10188,10178495,7,8177,5,12107,5,1666,5,1666,,#N/A,16,2250,21327
10189,72583,9,5234,7,14332,7,5345,5,6682,2166,0,8,2334,22880
10190,142320,7,11617,22,12280,5,9363,7,2431,0,0,13,1262,21700
10191,6941122,7,13205,7,856,7,5780,7,13205,0,0,16,3834,21387
10192,130758,7,7913,6,16037,7,9343,7,9118,268,0,8,570,22706
10193,127786,7,11362,7,10162,7,6447,7,10109,224,0,8,3432,22625
10194,9717416,5,8054,7,3860,22,4370,5,8088,,#N/A,16,4888,21354
10195,98952,5,8349,7,7196,7,15283,7,8355,730,0,8,3075,22790
10196,10171694,7,2255,6,17746,7,4717,6,7834,0,#N/A,8,1102,22785
10197,8798065,7,5345,7,16519,7,15920,7,15920,0,0,8,2194,22644
10198,7048096,7,11119,7,14227,7,7895,7,11170,0,0,8,4489,21850
10199,8486105,7,12248,7,4712,9,4741,7,5437,0,0,16,3120,22234
10200,9659716,5,9871,7,9872,7,9823,5,9871,106,#N/A,8,4847,22890
10201,9638810,10,10413,18,12280,18,12280,18,12280,,#N/A,19,3346,22710
10202,11203834,5,7614,7,5442,7,8340,7,2746,734,#N/A,16,4521,22530
10203,11219446,7,15210,7,14930,7,16950,7,15171,383,0,8,4628,22206
10204,6941285,6,7624,7,5550,7,7470,7,13042,709,0,8,4249,21387
10205,61330,6,16945,7,13730,7,12280,6,16945,1850,#N/A,8,2563,21480
10206,133847,7,6652,7,10701,7,11621,7,9208,3640,0,8,#N/A,22260
10207,83452,5,11590,7,15138,7,14959,5,9345,910,0,8,2391,21290
10208,60766,5,7246,7,2934,7,3991,5,9077,300,0,8,1426,21090
10209,66727,7,15001,9,5372,5,14725,7,10910,480,#N/A,8,1173,21200
10210,11521601,5,15084,7,9940,6,17262,5,15183,2047,#N/A,8,2133,21397
10211,65212,5,14895,7,16519,7,15920,5,15087,0,#N/A,8,2133,21399
10212,85604,5,14907,7,9940,7,9934,5,15183,0,#N/A,8,2133,21398
10213,65893,7,10839,5,302,5,13528,7,14850,1499,0,8,2797,21370
10214,74617,6,1066,5,8831,5,8915,5,8919,0,#N/A,16,2497,21330
10215,7816142,5,10078,7,3619,22,13321,9,13759,10000,10045,8,3449,22230
10216,9874041,7,12280,7,12280,7,12280,7,12280,0,#N/A,8,298,21496
10217,7048919,7,7717,7,12923,7,14227,7,7710,293,0,8,2098,21850
10218,134934,7,5172,7,8580,5,8719,7,12362,1439,0,8,2984,22840
10219,11078131,7,16483,9,11527,7,8580,7,16486,0,#N/A,8,3117,22234
10220,6940933,5,9884,7,9891,7,9911,9,16927,0,#N/A,8,5111,21380
10221,78857,7,12280,7,2431,7,16163,5,10662,0,0,13,1262,21700
10222,88394,5,7531,7,15138,7,14959,5,7862,996,0,8,3954,21240
10223,9972083,5,14885,7,9940,6,17262,5,14907,2022,#N/A,8,2133,21398
10224,142205,7,7150,7,12280,7,12280,7,11291,40,#N/A,13,1262,21700
10225,88319,9,3778,7,14988,7,15138,5,14712,1087,0,8,1098,21218
10226,11241467,7,11582,5,4069,23,4742,7,11547,3680,#N/A,8,1135,22600
10227,11471294,5,13521,5,8067,5,8069,22,12280,0,#N/A,16,5013,21600
10228,91072,8,8693,7,2176,7,10740,5,16583,2541,#N/A,8,#N/A,21160
10229,95369,7,14934,7,15084,7,8753,7,15147,,14,8,4361,22812
10230,72817,7,15977,5,986,5,15237,7,16021,848,1,8,#N/A,22800
10231,9979857,6,7645,7,15871,7,13377,7,919,506,2,8,2755,22810
10232,10732110,8,16255,7,11473,7,16979,9,8642,1053,#N/A,8,2391,21140
10233,8321055,7,16021,5,11378,5,9363,7,15977,829,0,6,2212,21720
10234,98816,7,4129,5,4324,7,12280,7,12280,0,#N/A,19,3075,22794
10235,142084,7,11551,7,1539,7,16704,7,2510,43,0,8,580,22115
10236,139828,5,7767,7,14850,7,10839,5,10581,1496,0,8,2391,21290
10237,7048516,7,12280,7,12280,7,12280,7,12280,,#N/A,8,2665,21510
10238,7047998,5,17208,7,14873,5,13139,7,14873,,#N/A,8,3025,21472
10239,11337757,7,16498,8,4967,5,6174,7,11420,,#N/A,8,522,21120
10240,8728603,7,7799,5,10887,5,17012,7,2906,0,0,8,1104,21350
10241,10821702,5,6649,7,6649,7,1181,7,12280,15,#N/A,16,2087,22123
10242,10708841,8,481,7,6447,8,12280,8,481,121,121,8,4370,22183
10243,8797755,7,10206,7,4894,7,3255,7,6837,0,#N/A,8,570,22820
10244,126646,7,14332,22,12280,5,13138,7,14332,106,#N/A,8,4119,22183
10245,143059,7,2424,5,15381,5,5527,7,8604,,#N/A,13,1189,21628
10246,60240,7,16179,7,11473,7,17690,7,12397,32,0,8,2853,21480
10247,6941523,7,2299,5,500,5,1636,7,12495,301,0,8,1601,21384
10248,6375725,7,12659,7,12658,7,12658,18,12280,14633,#N/A,23,3493,#N/A
10249,114559,5,11630,7,13736,7,2445,8,15929,637,0,8,5125,22000
10250,8728556,5,14885,8,14879,22,4927,18,1,,0,8,2133,21397
10251,6883366,6,10324,7,11094,7,12280,22,12280,20627,#N/A,8,1715,#N/A
10252,6720834,9,5804,7,12280,9,5804,7,12280,6500,0,8,4066,#N/A
10253,65665,7,6638,7,12280,7,12280,7,12280,2095,#N/A,16,4765,#N/A
10254,6880480,7,11093,7,11094,7,783,18,6137,1614,#N/A,7,964,#N/A
10255,7344559,7,12280,7,11094,7,782,18,1,,0,41,964,22554
10256,6375716,7,16952,11,888,7,384,6,783,55,#N/A,23,3383,#N/A
10257,109383,7,17393,7,15963,7,17330,7,3887,15155,29,23,#N/A,22120
10258,68024,7,869,7,6312,5,6307,7,913,96,#N/A,8,2205,21386
10259,9452479,7,11886,7,12905,7,15422,24,663,6002,2,8,4044,#N/A
10260,6284721,7,11091,7,12481,7,13415,7,12481,127,#N/A,23,4546,#N/A
10261,6287838,7,11091,7,12481,7,7393,18,12597,109,#N/A,23,4546,21424
10262,156462,10,16403,18,12280,18,12280,18,12280,10,0,23,4074,#N/A
10263,6422720,7,13098,7,13098,8,15333,8,15333,,0,8,4332,21433
10264,10440825,7,10659,18,4571,9,5804,7,10682,0,2,23,1435,#N/A
10265,6283926,22,14515,22,12280,7,11805,18,12280,,#N/A,8,1456,21473
10266,102534,5,753,23,14761,7,14062,5,6490,0,0,8,1582,#N/A
10267,6285990,10,4257,7,12281,7,12280,10,11074,0,0,8,4350,21453
10268,6375730,6,3797,5,11078,7,12280,7,17262,460,#N/A,8,1267,#N/A
10269,71929,9,5234,7,16519,7,15920,5,6682,1976,0,8,2334,22880
10270,11573073,7,15001,5,416,5,9668,7,15045,599,#N/A,8,2729,21230
10271,6285991,7,11420,7,15920,7,13730,18,10254,249,#N/A,16,1119,#N/A
10272,101395,5,13225,6,13497,7,7895,5,11420,160,0,16,3733,22890
10273,83384,7,347,5,16754,5,2076,18,1,,0,8,#N/A,21360
10274,6808017,7,6800,5,5314,5,7132,7,6180,1399,#N/A,8,4489,21100
10275,6284458,5,5140,7,4344,7,6015,5,12289,951,1234,8,5125,22000
10276,6498717,7,6529,7,10659,7,4702,5,10078,837,837,8,2772,22470
10277,10733519,5,9348,7,7356,7,7957,8,17018,1560,#N/A,8,3361,21100
10278,68328,5,7931,7,14959,7,15054,5,7541,800,0,8,4438,21270
10279,9343618,5,10083,5,12236,9,16928,10,4228,1000,#N/A,23,3100,#N/A
10280,11535321,5,7246,7,2934,7,3991,5,17704,0,#N/A,8,5116,21090
10281,68896,5,9838,18,12280,7,16730,9,16927,1900,#N/A,8,5111,21380
10282,9907956,5,14719,7,15482,7,12677,5,8970,115,#N/A,8,4327,21210
10283,10348260,7,12248,7,6197,7,451,7,6893,84,3,8,3067,22703
10284,9421191,18,12280,18,12280,18,12280,18,12280,125,#N/A,8,3075,#N/A
10285,9338953,6,5694,18,16552,7,3951,18,16552,20383,#N/A,23,1472,22244
10286,9124208,7,17418,7,12280,7,8318,7,17418,10000,#N/A,8,4203,22230
10287,6375687,7,11844,7,13099,7,13116,7,11844,0,0,8,1456,#N/A
10288,8589232,5,12447,5,15990,7,5442,7,11703,16,0,8,571,21480
10289,6284750,10,17393,6,16165,7,12280,6,5694,17291,#N/A,8,2831,22225
10290,65008,7,8606,7,11617,7,12280,7,1459,124,#N/A,8,3085,22620
10291,6856222,10,17393,6,16165,7,1672,6,17327,16695,#N/A,8,2831,#N/A
10292,8346024,5,12187,9,8642,7,7364,9,7157,1809,0,8,1825,21038
10293,6284142,7,3720,7,13730,6,2432,18,12280,61,#N/A,8,1466,#N/A
10294,6799280,7,13098,5,11528,7,6486,7,13098,128,#N/A,8,#N/A,21440
10295,9449174,7,15592,7,3051,7,924,7,17072,6102,#N/A,8,3123,22215
10296,11619963,5,761,7,14335,7,9000,5,857,0,13450,8,1650,22106
10297,9314969,7,291,6,782,7,16952,7,333,106,#N/A,7,3383,22444
10298,6375731,7,2432,7,16595,7,12325,7,253,3,#N/A,23,3357,#N/A
10299,6863555,7,12905,7,9295,7,669,7,667,19308,#N/A,23,1514,#N/A
10300,9684983,7,12226,5,14692,5,7385,7,15869,0,#N/A,8,3699,21210
10301,6286424,5,1043,7,1042,7,1040,7,1041,1000,#N/A,23,3703,#N/A
10302,9153174,7,16473,7,12280,9,15185,7,16473,131,3,8,1171,21470
10303,81864,5,12118,7,7799,7,15457,5,12118,0,#N/A,8,1104,21350
10304,10961472,5,322,7,7957,7,8526,7,324,7917,0,8,4119,22183
10305,6908975,5,14341,7,6638,7,7169,5,11528,32,0,8,1169,22890
10306,10955080,7,14518,7,14535,7,14264,7,3589,19501,#N/A,8,377,22214
10307,11259497,7,6445,7,6504,7,12280,7,16308,69,#N/A,8,3075,22790
10308,9837351,7,15977,8,15119,5,15119,7,16021,2899,#N/A,8,2133,21399
10309,148221,7,16519,5,11617,9,3784,8,2837,550,0,6,2212,21720
10310,109837,5,10078,7,11229,6,5409,7,10078,483,0,8,2186,22203
10311,117357,5,8691,7,11729,7,15747,7,11807,1009,0,8,615,22415
10312,140772,5,394,7,12280,5,1861,7,3167,0,#N/A,8,2728,22940
10313,66451,6,9453,5,5997,5,15644,5,14640,1003,0,16,3369,22880
10314,59901,7,7878,7,17269,7,12280,7,14310,360,#N/A,8,2853,21480
10315,11027886,7,145,7,555,10,2431,7,145,0,#N/A,8,12,22920
10316,8313418,7,15426,7,15422,7,3869,7,181,0,0,8,3119,22206
10317,8850194,5,11772,7,11757,7,11795,5,11772,0,0,8,1456,21478
10318,6785371,7,2789,7,12280,7,7899,7,11564,907,#N/A,8,2775,22470
10319,144473,7,8991,22,11552,6,5694,22,12280,13,#N/A,8,#N/A,22225
10320,9252933,5,9120,7,6504,5,4324,7,11710,0,#N/A,8,3075,22790
10321,109242,7,8991,22,11552,6,5694,7,3917,0,#N/A,8,#N/A,22225
10322,10149148,5,6447,7,11955,7,10002,7,11294,278,#N/A,8,2556,22555
10323,11638852,7,15869,5,12652,5,14373,7,16841,1896,1,16,2735,21216
10324,6297670,10,4320,18,12280,18,12280,10,12280,0,#N/A,8,1510,#N/A
10325,6283443,7,4269,5,1104,7,6486,18,12481,0,0,23,429,#N/A
10326,6423690,7,12481,7,15252,7,12481,7,13415,0,#N/A,23,#N/A,#N/A
10327,6719239,7,13099,7,6486,5,1104,7,12481,106,0,23,429,#N/A
10328,6284682,7,16263,3,12280,22,12280,7,16263,19602,#N/A,8,3383,#N/A
10329,6914932,5,681,7,12887,7,8687,5,14373,904,0,16,1782,21137
10330,83985,5,8591,23,15107,7,14850,5,14150,1366,#N/A,8,2391,21290
10331,111373,7,251,7,251,7,165,7,251,1701,0,8,7,22476
10332,9732056,7,15595,7,15920,7,13730,7,15558,,#N/A,13,1555,22937
10333,10840110,7,3987,5,1934,7,3531,7,3893,0,#N/A,8,1102,22785
10334,8677483,7,14281,7,2235,7,2915,7,2208,0,425,8,3830,22812
10335,9451548,7,12280,7,12280,18,11075,7,12280,1,#N/A,16,4412,22664
